cliente,a_i,p_i,b_i,ArtNum,tramite
2598,51585,224,52409,23,normal
2599,51610,189,52399,31,normal
2600,51634,159,52393,8,rapida
2601,51652,187,52439,7,rapida
2602,51656,191,52447,19,normal
2603,51690,164,52454,8,rapida
2604,51701,192,52493,8,rapida
2605,51717,279,52596,28,normal
2606,51764,193,52557,1,rapida
2607,51784,161,52545,4,rapida
2608,51801,88,52489,10,rapida
2609,51825,176,52601,3,rapida
2610,51839,207,52646,32,normal
2611,51947,179,52726,26,normal
2612,52043,122,52765,6,rapida
2613,52137,225,52962,37,normal
2614,52166,97,52863,10,rapida
2615,52175,239,53014,37,normal
2616,52224,109,52933,3,rapida
2617,52238,228,53066,83,normal
2618,52291,205,53096,23,normal
2619,52299,178,53077,2,rapida
2620,52330,161,53091,3,rapida
2621,52389,155,53144,1,rapida
2622,52404,164,53168,7,rapida
2623,52420,110,53130,3,rapida
2624,52422,144,53166,7,rapida
2625,52431,134,53165,9,rapida
2626,52459,206,53265,23,normal
2627,52491,197,53288,54,normal
2628,52528,185,53313,26,normal
2629,52542,153,53295,10,rapida
2630,52545,217,53362,28,normal
2631,52572,153,53325,5,rapida
2632,52573,163,53336,6,rapida
2633,52577,167,53344,6,rapida
2634,52621,111,53332,3,rapida
2635,52632,204,53436,13,normal
2636,52702,181,53483,21,normal
2637,52740,207,53547,20,normal
2638,52755,194,53549,13,normal
2639,52806,144,53550,5,rapida
2640,52822,149,53571,2,rapida
2641,52864,215,53679,53,normal
2642,52873,121,53594,5,rapida
2643,52926,213,53739,17,normal
2644,52928,119,53647,3,rapida
2645,52932,109,53641,6,rapida
2646,52938,201,53739,26,normal
2647,52948,209,53757,25,normal
2648,52976,210,53786,17,normal
2649,52997,231,53828,15,normal
2650,53039,208,53847,24,normal
2651,53099,117,53816,5,rapida
2652,53100,198,53898,26,normal
2653,53167,203,53970,13,normal
2654,53183,252,54035,13,normal
2655,53192,171,53963,3,rapida
2656,53192,190,53982,18,normal
2657,53231,204,54035,65,normal
2658,53267,204,54071,15,normal
2659,53271,205,54076,17,normal
2660,53277,174,54051,19,normal
2661,53322,184,54106,11,normal
2662,53352,113,54065,7,rapida
2663,53367,116,54083,9,rapida
2664,53400,203,54203,15,normal
2665,53427,152,54179,6,rapida
2666,53434,197,54231,25,normal
2667,53482,159,54241,5,rapida
2668,53522,148,54270,8,rapida
2669,53543,215,54358,11,normal
2670,53588,235,54423,20,normal
2671,53690,125,54415,2,rapida
2672,53695,120,54415,7,rapida
2673,53711,217,54528,18,normal
2674,53727,151,54478,6,rapida
2675,53771,211,54582,25,normal
2676,53781,233,54614,9,rapida
2677,53823,146,54569,8,rapida
2678,53834,219,54653,36,normal
2679,53838,213,54651,40,normal
2680,53861,208,54669,27,normal
2681,54000,230,54830,14,normal
2682,54012,147,54759,59,normal
2683,54038,202,54840,54,normal
2684,54072,184,54856,45,normal
2685,54074,140,54814,2,rapida
2686,54087,169,54856,5,rapida
2687,54112,196,54908,13,normal
2688,54160,194,54954,41,normal
2689,54204,144,54948,1,rapida
2690,54211,118,54929,10,rapida
2691,54230,140,54970,1,rapida
2692,54265,162,55027,3,rapida
2693,54282,260,55142,55,normal
2694,54291,237,55128,22,normal
2695,54312,212,55124,18,normal
2696,54345,143,55088,4,rapida
2697,54351,194,55145,14,normal
2698,54390,162,55152,3,rapida
2699,54416,167,55183,9,rapida
2700,54457,144,55201,9,rapida
2701,54477,148,55225,2,rapida
2702,54574,230,55404,33,normal
2703,54606,141,55347,7,rapida
2704,54651,162,55413,7,rapida
2705,54690,141,55431,1,rapida
2706,54708,211,55519,14,normal
2707,54737,160,55497,10,rapida
2708,54748,202,55550,28,normal
2709,54839,154,55593,6,rapida
2710,54874,109,55583,6,rapida
2711,54882,161,55643,8,rapida
2712,54956,152,55708,3,rapida
2713,54975,181,55756,10,rapida
2714,55026,211,55837,18,normal
2715,55028,203,55831,56,normal
2716,55091,122,55813,7,rapida
2717,55125,219,55944,25,normal
2718,55132,182,55914,64,normal
2719,55165,219,55984,16,normal
2720,55249,154,56003,5,rapida
2721,55260,138,55998,5,rapida
2722,55271,203,56074,36,normal
2723,55289,111,56000,6,rapida
2724,55313,230,56143,30,normal
2725,55367,105,56072,8,rapida
2726,55402,187,56189,1,rapida
2727,55420,237,56257,12,normal
2728,55450,243,56293,23,normal
2729,55546,154,56300,3,rapida
2730,55587,144,56331,9,rapida
2731,55607,115,56322,9,rapida
2732,55625,185,56410,6,rapida
2733,55653,132,56385,6,rapida
2734,55707,156,56463,8,rapida
2735,55716,151,56467,3,rapida
2736,55763,200,56563,5,rapida
2737,55783,148,56531,1,rapida
2738,55806,269,56675,20,normal
2739,55967,263,56830,11,normal
2740,56010,242,56852,32,normal
2741,56022,136,56758,4,rapida
2742,56056,155,56811,1,rapida
2743,56112,157,56869,5,rapida
2744,56155,230,56985,11,normal
2745,56155,224,56979,5,rapida
2746,56210,185,56995,17,normal
2747,56274,147,57021,4,rapida
2748,56314,163,57077,23,normal
2749,56315,122,57037,4,rapida
2750,56322,233,57155,16,normal
2751,56345,140,57085,10,rapida
2752,56347,191,57138,18,normal
2753,56388,285,57273,26,normal
2754,56406,155,57161,8,rapida
2755,56421,177,57198,24,normal
2756,56448,159,57207,3,rapida
2757,56476,113,57189,8,rapida
2758,56506,228,57334,63,normal
2759,56526,137,57263,4,rapida
2760,56544,213,57357,11,normal
2761,56582,198,57380,5,rapida
2762,56615,128,57343,3,rapida
2763,56631,179,57410,13,normal
2764,56643,170,57413,4,rapida
2765,56676,141,57417,3,rapida
2766,56726,149,57475,5,rapida
2767,56835,213,57648,19,normal
2768,56842,193,57635,33,normal
2769,56843,207,57650,19,normal
2770,56919,116,57635,8,rapida
2771,56926,207,57733,21,normal
2772,56940,143,57683,5,rapida
2773,57020,154,57774,9,rapida
2774,57153,148,57901,6,rapida
2775,57166,144,57910,4,rapida
2776,57167,193,57960,16,normal
2777,57231,163,57994,4,rapida
2778,57254,201,58055,13,normal
2779,57282,191,58073,65,normal
2780,57317,120,58037,4,rapida
2781,57324,156,58080,4,rapida
2782,57357,172,58129,17,normal
2783,57359,211,58170,28,normal
2784,57381,104,58085,3,rapida
2785,57440,178,58218,2,rapida
2786,57466,242,58308,22,normal
2787,57489,192,58281,49,normal
2788,57515,145,58260,5,rapida
2789,57516,256,58372,74,normal
2790,57580,263,58443,11,normal
2791,57580,199,58379,19,normal
2792,57600,204,58404,19,normal
2793,57656,168,58424,9,rapida
2794,57671,200,58471,37,normal
2795,57707,185,58492,19,normal
2796,57708,93,58401,5,rapida
2797,58679,204,59483,11,normal
2798,59596,202,60398,25,normal
2799,60462,211,61273,22,normal
2800,60480,164,61244,1,rapida
